Temperature,Heating_Rate,Residence_Time,Plastic_Type,Moisture_Content,Feed_Rate,Catalyst_Ratio,Gas_Yield,CO2_Emission,Risk_Level
470.2,31.8,49.3,LDPE,13.22,9.33,0.1712,40.14,20.0,Low
503.0,5.4,47.9,HDPE,3.85,8.47,0.2316,40.81,20.0,Low
397.0,25.9,67.3,PET,8.89,17.08,0.2784,35.23,20.0,Low
345.9,48.4,58.5,LDPE,14.04,9.11,0.0783,33.69,58.8,Low
544.2,28.4,106.8,PP,10.17,11.49,0.1005,49.59,93.91,Low
415.5,35.5,65.6,PET,6.22,5.39,0.1393,40.74,20.0,Low
532.5,19.0,65.9,HDPE,10.34,15.13,0.2782,47.68,20.0,Low
361.7,39.8,25.2,PET,5.16,11.11,0.2704,37.13,20.0,Low
492.5,39.8,118.1,PP,4.16,16.37,0.027,49.05,153.22,Low
513.0,28.5,37.5,LDPE,14.95,15.83,0.0396,40.44,179.02,Medium
320.7,48.9,18.1,LDPE,11.26,5.09,0.1487,33.44,20.0,Low
434.6,10.6,82.9,PP,9.67,14.6,0.032,40.51,143.72,Low
353.8,5.8,75.5,LDPE,5.33,16.2,0.1037,36.79,20.0,Low
325.3,39.7,55.7,PP,0.74,7.58,0.0445,43.2,82.39,Low
696.0,41.3,56.4,LDPE,0.47,4.28,0.1908,60.15,20.0,Low
428.9,10.4,96.4,LDPE,8.31,1.05,0.2848,40.53,20.0,Low
623.9,17.0,31.5,LDPE,11.43,9.57,0.299,46.69,20.0,Medium
401.9,5.8,100.2,HDPE,8.06,7.7,0.1126,44.73,20.0,Low
572.6,18.2,81.4,HDPE,12.61,11.54,0.1797,48.38,20.0,Low
604.1,39.8,56.1,PP,0.5,4.57,0.2569,56.88,20.0,Low
538.3,28.3,60.4,HDPE,5.5,17.33,0.0352,50.76,160.46,Low
488.6,20.7,38.2,PP,3.56,5.9,0.2069,39.13,20.0,Low
464.7,21.7,92.7,PET,6.71,5.3,0.1227,43.69,23.21,Low
439.5,5.1,66.4,PET,1.09,10.13,0.0618,39.75,86.6,Low
671.8,18.5,45.3,HDPE,14.31,10.48,0.1208,51.59,106.0,High
632.2,34.1,75.6,PET,3.35,5.09,0.0228,54.39,229.6,Low
686.0,48.8,119.5,PET,13.83,6.17,0.2086,56.26,20.0,Low
349.7,43.1,57.9,LDPE,6.39,4.22,0.0758,41.94,48.51,Low
592.3,6.1,111.3,LDPE,14.78,14.65,0.0934,46.84,92.62,Medium
675.3,45.4,48.0,PP,8.31,15.63,0.0363,54.42,214.4,Medium
372.5,40.2,16.0,PET,13.96,9.78,0.2594,32.86,20.0,Low
326.6,40.1,32.5,PP,0.08,14.57,0.148,38.44,20.0,Low
596.4,25.6,56.1,PP,11.22,14.98,0.1716,48.67,20.0,Medium
529.8,22.9,34.2,PET,13.55,3.63,0.1708,37.41,20.0,Medium
636.7,18.6,10.0,HDPE,2.1,19.36,0.1231,51.22,40.16,Medium
355.9,8.0,110.7,PET,1.44,16.6,0.0578,37.39,85.91,Low
618.1,15.3,102.8,LDPE,6.37,4.89,0.2235,54.07,20.0,Low
380.7,16.1,91.7,PET,14.01,4.54,0.0381,34.81,138.3,Low
365.5,26.8,28.5,HDPE,8.14,3.39,0.0312,39.67,126.4,Low
365.7,38.6,23.2,PP,7.91,3.63,0.213,37.7,20.0,Low
625.8,26.3,17.4,PP,2.12,15.22,0.0627,49.0,139.22,Medium
566.1,7.6,89.6,LDPE,0.01,9.92,0.092,49.33,74.47,Low
509.2,48.1,112.2,LDPE,12.15,15.88,0.1426,49.75,20.0,Low
443.5,47.4,57.4,LDPE,1.31,15.18,0.1348,48.75,20.0,Low
650.9,40.3,23.1,PP,9.51,12.49,0.2126,51.25,20.0,Medium
457.0,49.6,66.4,LDPE,13.72,14.04,0.187,44.36,20.0,Low
626.6,29.5,48.4,PET,3.13,1.35,0.1933,50.13,20.0,Low
475.7,48.3,51.2,PP,9.98,6.92,0.2142,42.86,20.0,Low
450.8,8.4,78.3,HDPE,1.18,13.12,0.0878,46.02,46.27,Low
485.1,21.5,89.1,PP,9.06,1.18,0.0967,44.37,70.47,Low
420.6,15.1,22.2,PET,2.46,1.63,0.1314,36.59,20.0,Low
599.0,13.8,13.9,PET,11.04,17.19,0.0922,40.8,135.59,Medium
501.1,11.3,119.4,LDPE,4.52,14.0,0.2955,49.7,20.0,Low
392.9,33.0,35.6,PP,6.95,6.04,0.2442,38.27,20.0,Low
659.8,40.2,15.9,PP,8.99,14.07,0.0494,47.48,217.54,High
453.6,31.0,30.9,PP,2.57,16.06,0.0017,43.86,185.22,Low
517.4,11.6,14.3,HDPE,11.12,6.83,0.0128,40.83,196.01,Medium
662.6,41.5,53.1,LDPE,4.54,1.68,0.0732,54.27,133.6,Medium
549.7,33.6,98.3,PET,9.94,18.72,0.0343,45.42,201.0,Low
346.8,22.5,47.5,PET,2.37,7.56,0.16,33.34,20.0,Low
675.9,35.3,58.9,LDPE,10.32,3.02,0.2574,55.78,20.0,Medium
551.1,16.7,84.3,PET,1.92,10.35,0.221,50.22,20.0,Low
434.0,20.5,66.0,PET,6.38,15.6,0.0647,35.92,113.56,Low
355.7,46.3,104.8,LDPE,3.71,5.21,0.1198,46.07,20.0,Low
617.6,18.1,105.3,PET,11.23,6.12,0.1524,51.1,55.71,Low
548.0,26.1,11.1,PP,3.93,5.61,0.2431,45.4,20.0,Medium
513.4,45.1,95.6,HDPE,13.23,19.84,0.2517,53.66,20.0,Low
657.6,36.8,60.7,LDPE,13.38,4.75,0.2729,51.53,20.0,Medium
615.4,7.8,118.8,HDPE,2.95,11.93,0.1528,55.51,20.0,Low
360.7,11.6,63.2,PET,9.21,18.58,0.2083,34.42,20.0,Low
424.7,5.4,118.6,PET,1.32,3.79,0.0335,44.25,132.26,Low
399.4,33.4,93.0,PP,5.87,19.45,0.1696,42.45,20.0,Low
597.6,25.1,37.3,LDPE,10.7,19.0,0.0746,46.55,134.33,Low
313.4,11.0,69.2,PET,9.89,17.81,0.1295,27.68,20.0,Low
528.0,48.1,119.1,LDPE,9.37,5.08,0.1902,53.99,20.0,Low
605.0,28.8,104.3,LDPE,4.24,13.05,0.0771,52.99,140.36,Low
650.7,15.9,20.7,LDPE,5.67,15.46,0.0157,46.05,242.72,High
436.8,27.5,87.7,LDPE,1.54,19.73,0.0031,45.63,194.9,Low
628.5,35.6,48.0,LDPE,10.79,4.43,0.0066,49.33,246.17,Medium
344.3,8.4,10.8,HDPE,7.56,15.55,0.0025,33.48,172.26,Low
638.6,17.4,54.4,PP,10.63,7.44,0.0331,46.38,224.6,Medium
351.0,41.3,35.8,LDPE,3.73,4.34,0.0718,37.03,50.71,Low
458.9,25.7,100.1,HDPE,4.87,9.01,0.0664,47.15,88.13,Low
618.9,29.6,47.1,PET,5.01,16.08,0.296,49.2,20.0,Low
360.0,24.5,101.0,LDPE,0.39,9.83,0.0918,45.94,20.0,Low
391.7,7.0,10.1,PET,5.12,11.21,0.0382,31.71,117.38,Low
588.9,12.5,43.9,LDPE,12.05,19.91,0.1637,45.71,20.0,Medium
588.0,25.0,36.5,HDPE,13.46,8.58,0.2574,50.3,20.0,Medium
556.5,14.4,35.7,HDPE,7.77,12.69,0.2034,46.07,20.0,Low
577.6,7.2,17.5,HDPE,6.83,7.94,0.0888,45.66,102.94,Medium
517.1,43.0,30.6,PP,0.46,8.46,0.1685,52.55,20.0,Low
400.7,49.2,71.1,PET,13.19,14.22,0.2145,41.01,20.0,Low
438.3,40.7,42.0,PP,0.2,18.82,0.2184,42.0,20.0,Low
372.6,43.4,55.9,LDPE,14.17,11.3,0.2,37.14,20.0,Low
663.4,15.9,51.5,PET,7.34,15.6,0.2612,49.51,20.0,Medium
533.4,48.2,106.3,HDPE,5.13,2.69,0.261,58.39,20.0,Low
460.3,13.9,109.6,PET,13.86,5.01,0.1737,38.62,20.0,Low
484.8,47.8,64.2,HDPE,0.37,10.54,0.129,50.94,20.0,Low
678.9,49.8,46.3,PP,8.72,1.38,0.1925,52.88,20.0,Low
361.3,37.0,21.7,PP,8.23,5.8,0.2455,34.48,20.0,Low
534.5,49.2,114.9,HDPE,3.29,10.83,0.0017,58.82,216.9,Low
502.4,30.6,16.6,HDPE,6.43,1.28,0.2976,43.42,20.0,Medium
544.6,16.7,42.7,LDPE,9.78,6.03,0.0549,41.45,171.41,Medium
307.2,24.7,42.8,PP,10.91,10.77,0.1411,27.93,20.0,Low
648.8,31.7,45.2,PP,0.01,11.89,0.2616,57.55,20.0,Low
672.8,8.3,28.1,LDPE,14.05,18.59,0.0675,47.57,178.2,High
526.1,33.0,96.1,PP,2.47,13.26,0.143,51.12,20.0,Low
578.7,49.2,23.5,HDPE,3.5,8.88,0.0398,51.58,202.41,Medium
669.0,13.6,79.8,PET,3.95,18.68,0.1185,53.72,90.86,Medium
582.9,40.7,23.6,PET,0.57,15.91,0.0531,51.03,152.14,Low
361.0,45.9,17.8,PP,1.85,4.8,0.1091,39.5,20.0,Low
530.5,47.5,110.0,LDPE,14.8,3.49,0.112,46.84,72.0,Low
542.7,48.2,30.9,HDPE,4.73,13.84,0.298,48.32,20.0,Low
469.7,28.5,100.3,PET,1.73,11.64,0.2984,45.75,20.0,Low
594.6,49.0,69.9,HDPE,1.6,16.0,0.0344,57.74,187.34,Medium
673.7,39.1,18.6,PP,10.79,15.04,0.2178,48.46,20.0,Medium
670.2,12.3,115.1,PP,12.82,12.88,0.0155,53.01,238.0,Medium
480.3,26.5,37.2,PET,3.85,19.74,0.0091,39.65,203.81,Low
345.3,37.3,104.6,PP,0.31,11.14,0.0316,42.25,122.37,Low
693.9,16.1,28.6,LDPE,3.35,3.15,0.2896,51.02,20.0,Low
635.6,33.8,103.9,PP,0.85,16.74,0.2823,62.59,20.0,Low
349.9,35.0,11.5,PP,1.55,5.79,0.0582,38.2,86.94,Low
668.3,12.3,66.3,PP,6.47,15.77,0.0485,55.42,182.82,Medium
648.0,30.4,94.6,HDPE,3.45,19.19,0.0722,60.73,134.58,Low
507.5,39.7,112.8,HDPE,7.74,14.24,0.1547,52.42,20.0,Low
536.5,27.5,110.0,PET,3.8,12.32,0.1709,52.97,20.0,Low
459.6,5.5,100.2,PET,14.11,9.75,0.0665,37.76,113.25,Low
321.9,5.4,107.7,PET,13.59,7.92,0.227,33.03,20.0,Low
434.1,21.1,31.9,PP,8.5,7.71,0.0929,37.49,54.2,Low
621.1,46.7,41.3,HDPE,5.32,13.09,0.2766,49.86,20.0,Low
301.9,15.3,41.8,LDPE,5.72,15.27,0.197,36.3,20.0,Low
433.4,33.5,51.5,PP,6.18,13.89,0.1309,42.69,20.0,Low
459.3,15.0,53.3,PP,10.91,4.77,0.237,40.11,20.0,Low
515.0,19.5,69.9,PP,6.77,10.39,0.2454,46.0,20.0,Low
667.9,43.2,27.6,LDPE,12.85,16.04,0.0871,49.26,139.87,High
438.5,37.8,86.0,PET,14.16,10.04,0.1019,37.82,78.32,Low
438.8,9.3,28.4,LDPE,5.04,11.2,0.2808,40.26,20.0,Low
595.0,24.3,44.1,PET,8.41,15.65,0.0494,42.14,197.22,Medium
480.9,6.3,65.4,LDPE,1.43,13.56,0.0126,44.63,166.08,Low
389.8,26.6,97.6,HDPE,3.01,8.78,0.1362,48.27,20.0,Low
481.0,34.8,91.3,PP,6.2,18.01,0.2404,47.54,20.0,Low
356.3,10.3,81.0,PP,3.09,4.09,0.2315,40.68,20.0,Low
370.6,18.0,27.1,PP,13.15,19.91,0.2759,30.32,20.0,Low
499.3,22.9,70.2,PET,2.37,3.26,0.16,43.55,20.0,Low
467.6,46.4,19.6,LDPE,6.83,1.28,0.03,41.79,151.96,Low
665.9,49.7,51.5,HDPE,9.09,17.91,0.1766,58.08,20.0,Medium
445.0,7.0,55.5,LDPE,10.38,5.65,0.2335,34.62,20.0,Low
532.2,39.2,14.4,PP,5.75,14.86,0.028,45.0,167.06,Medium
552.9,21.7,40.1,HDPE,13.04,16.41,0.0518,43.68,172.77,Medium
305.2,22.7,115.1,HDPE,8.52,17.32,0.0037,40.11,140.64,Low
565.4,38.9,114.9,PP,6.59,19.84,0.1781,51.27,20.0,Low
371.2,46.3,48.8,LDPE,1.01,6.59,0.266,41.22,20.0,Low
684.4,47.8,14.7,PP,6.97,14.49,0.2012,54.63,20.0,Medium
359.5,31.0,29.7,LDPE,12.31,3.19,0.2946,33.83,20.0,Low
465.8,21.1,53.1,HDPE,9.22,8.73,0.0189,42.37,177.06,Low
334.1,40.4,114.3,HDPE,12.48,17.11,0.2709,42.77,20.0,Low
698.7,16.3,25.5,PP,7.41,7.99,0.2442,52.1,20.0,Medium
500.9,30.4,94.0,HDPE,1.78,12.23,0.0943,54.07,76.53,Low
538.2,21.1,22.0,PET,0.2,10.57,0.2921,44.99,20.0,Low
326.8,34.5,117.9,HDPE,4.55,13.27,0.0864,47.58,20.0,Low
600.0,15.8,52.0,PET,10.47,19.48,0.2668,46.78,20.0,Medium
384.0,13.6,95.3,HDPE,11.85,2.06,0.2642,42.4,20.0,Low
659.2,46.3,47.7,PP,4.44,11.91,0.2273,55.44,20.0,Medium
382.1,9.6,79.0,PP,7.43,17.4,0.169,39.83,20.0,Low
376.3,27.8,31.1,PET,6.32,10.15,0.036,34.73,133.71,Low
314.6,14.9,26.1,PP,6.16,2.49,0.1596,34.15,20.0,Low
488.8,6.8,113.2,HDPE,3.47,11.65,0.107,52.77,20.0,Low
525.9,6.6,110.9,HDPE,2.05,7.31,0.2377,51.96,20.0,Low
326.3,12.9,107.6,PP,2.95,3.94,0.2274,38.7,20.0,Low
610.2,44.0,78.8,HDPE,0.83,17.13,0.2732,58.76,20.0,Low
481.3,17.7,98.9,LDPE,2.97,10.91,0.0044,49.24,196.73,Low
509.8,47.8,17.6,LDPE,0.14,18.73,0.2427,44.66,20.0,Low
476.3,31.2,46.8,HDPE,9.41,16.31,0.2815,46.17,20.0,Low
460.3,24.6,44.5,PP,4.75,14.17,0.2368,43.58,20.0,Low
523.9,31.1,79.9,PET,14.6,1.1,0.0391,43.92,185.98,Low
362.1,28.3,49.2,PP,2.91,9.13,0.0244,38.89,127.07,Low
372.8,39.1,26.3,PET,5.19,4.75,0.0063,32.41,182.85,Low
644.7,17.7,75.6,PP,5.37,18.31,0.1886,51.4,20.0,Low
678.4,20.9,99.6,HDPE,0.13,4.32,0.1889,60.49,20.0,Low
449.3,45.2,52.0,LDPE,12.59,6.44,0.2961,40.26,20.0,Low
408.3,47.6,24.5,PP,0.48,10.82,0.1194,42.13,20.0,Low
557.6,45.2,31.6,PET,14.1,6.0,0.0996,39.04,112.33,Medium
463.5,23.9,36.1,LDPE,13.38,4.99,0.1873,40.64,20.0,Low
310.2,40.1,43.0,PET,8.03,12.38,0.2477,30.53,20.0,Low
362.5,26.4,80.7,HDPE,8.15,2.69,0.281,45.24,20.0,Low
586.4,27.4,76.1,LDPE,9.81,2.11,0.2409,51.82,20.0,Low
563.6,14.2,86.6,PET,5.81,8.07,0.128,49.06,47.17,Low
310.8,31.6,49.9,PP,9.71,14.69,0.1905,32.4,20.0,Low
388.8,13.4,100.6,HDPE,0.67,11.54,0.2569,48.46,20.0,Low
392.4,19.9,32.4,HDPE,0.81,9.03,0.1472,39.99,20.0,Low
568.8,43.5,61.6,HDPE,6.86,11.75,0.065,54.43,134.79,Low
307.9,14.3,98.1,PP,8.24,7.94,0.0509,35.66,83.45,Low
341.6,8.2,29.8,PP,13.32,18.79,0.0,27.81,180.24,Low
620.0,8.1,22.1,LDPE,1.57,2.04,0.2155,46.42,20.0,Low
371.4,47.3,107.2,PP,12.34,13.79,0.0333,35.92,147.92,Low
561.1,27.8,47.7,LDPE,3.15,17.93,0.0732,46.37,98.71,Low
395.3,23.4,85.2,HDPE,5.91,16.27,0.0894,46.64,50.37,Low
339.8,41.5,12.8,LDPE,4.75,4.5,0.1681,34.82,20.0,Low
397.3,42.6,85.9,PET,6.0,6.62,0.1194,41.25,30.89,Low
588.9,19.9,44.8,HDPE,2.26,14.62,0.2024,54.22,20.0,Low
642.3,36.2,16.1,HDPE,7.55,2.6,0.0167,54.94,249.91,High
632.1,39.7,77.1,LDPE,12.02,16.43,0.0372,53.56,207.32,Medium
458.9,34.5,36.5,HDPE,6.62,14.66,0.1498,42.8,20.0,Low
567.2,11.8,52.5,PP,7.36,14.86,0.1011,41.69,82.22,Low
382.0,44.4,18.9,PET,12.73,2.9,0.0887,36.85,80.26,Medium
417.3,29.3,26.2,LDPE,10.59,14.64,0.0201,40.23,160.39,Low
658.5,17.7,42.8,LDPE,7.36,13.92,0.2687,51.16,20.0,Medium
305.2,24.1,19.9,HDPE,3.87,16.79,0.2075,33.83,20.0,Low
334.2,6.7,110.2,PP,13.27,1.79,0.0365,36.67,95.33,Low
383.2,10.8,10.7,HDPE,8.66,1.44,0.0195,34.64,148.23,Low
310.6,39.4,63.2,HDPE,3.32,8.09,0.2925,42.11,20.0,Low
372.6,5.0,23.6,LDPE,4.04,3.83,0.2044,36.81,20.0,Low
533.2,23.7,43.8,HDPE,12.05,11.61,0.1252,45.81,58.05,Medium
468.6,28.5,111.9,PET,0.66,18.43,0.2105,46.58,20.0,Low
657.1,7.5,27.8,HDPE,14.88,8.44,0.2269,46.87,20.0,Medium
627.0,48.8,116.2,HDPE,1.96,17.05,0.234,65.0,20.0,Low
436.7,15.2,32.6,LDPE,11.94,1.0,0.1434,36.73,20.0,Low
403.8,18.7,91.6,HDPE,5.92,4.2,0.129,45.59,20.0,Low
451.9,18.7,70.1,PP,7.38,1.58,0.0033,43.26,211.98,Low
536.1,15.4,107.3,LDPE,13.21,7.23,0.278,45.99,20.0,Low
407.2,5.1,70.9,HDPE,6.19,18.26,0.181,42.71,20.0,Low
549.7,37.8,68.8,PET,8.06,2.84,0.0609,39.29,152.74,Low
463.8,48.5,31.5,PET,0.74,12.52,0.2759,43.67,20.0,Low
520.8,15.1,28.3,LDPE,0.04,9.58,0.2745,47.7,20.0,Low
474.5,34.8,110.8,LDPE,3.67,18.83,0.2968,49.94,20.0,Low
417.8,38.4,46.1,HDPE,10.21,3.33,0.2622,41.69,20.0,Low
679.4,43.2,50.9,PP,1.82,5.03,0.2993,55.87,20.0,Low
605.4,24.0,93.6,HDPE,1.71,1.56,0.0734,59.68,112.0,Low
356.0,18.6,47.3,PET,6.16,9.24,0.2527,35.73,20.0,Low
647.4,19.6,114.7,PP,9.72,6.28,0.2469,56.54,20.0,Low
495.0,37.1,91.2,PP,10.68,17.53,0.0693,42.3,114.09,Low
657.8,41.8,75.7,PP,2.68,12.49,0.0295,56.61,200.53,Low
619.9,13.2,106.9,HDPE,1.19,12.67,0.2938,59.18,20.0,Low
470.1,21.7,15.5,PET,14.11,11.11,0.0888,32.74,93.64,Medium
309.0,45.6,38.3,LDPE,3.91,2.75,0.2613,36.19,20.0,Low
407.5,41.3,61.2,HDPE,12.8,9.46,0.0012,40.31,188.09,Low
516.7,49.3,35.0,LDPE,12.95,19.99,0.0063,43.82,212.98,Medium
553.4,38.9,91.8,PP,11.59,16.87,0.1398,44.99,41.62,Low
403.2,22.7,111.1,PP,2.53,17.98,0.0716,48.96,68.2,Low
355.7,31.6,56.6,HDPE,12.33,16.64,0.207,39.31,20.0,Low
634.0,34.7,47.6,PET,11.54,2.96,0.1697,46.98,26.84,Medium
693.8,8.5,115.8,PP,8.95,5.32,0.0232,57.26,232.96,Medium
510.3,29.5,58.9,LDPE,5.06,1.06,0.0488,42.99,154.63,Low
368.7,36.9,63.8,LDPE,3.94,6.77,0.1164,39.51,20.0,Low
408.9,12.5,48.7,HDPE,1.83,3.06,0.0557,42.72,91.52,Low
307.4,40.1,110.1,LDPE,7.65,9.98,0.2377,43.28,20.0,Low
665.7,31.3,72.6,PET,8.78,13.87,0.1248,51.36,75.83,Medium
347.1,47.8,93.8,PP,5.39,17.62,0.028,42.99,154.02,Low
530.6,6.9,99.3,LDPE,7.13,15.24,0.1453,46.15,20.0,Low
409.6,16.9,47.6,LDPE,5.45,18.83,0.0273,39.37,142.96,Low
521.7,32.1,57.7,PP,9.62,2.02,0.0387,47.65,180.92,Low
560.6,18.3,103.3,HDPE,13.52,1.23,0.0719,51.72,139.87,Medium
631.9,37.1,50.0,LDPE,2.46,13.57,0.2579,54.2,20.0,Low
382.6,39.2,97.3,HDPE,5.72,6.5,0.2774,48.71,20.0,Low
304.4,9.6,113.5,HDPE,2.11,5.82,0.2479,44.6,20.0,Low
354.8,28.1,78.6,LDPE,9.37,7.29,0.1002,38.66,20.0,Low
660.0,27.9,91.6,PET,10.93,6.13,0.0817,53.28,158.86,Medium
649.6,21.6,98.6,HDPE,13.98,10.72,0.1647,56.57,24.61,Low
539.0,47.0,103.0,LDPE,4.18,9.36,0.2166,53.62,20.0,Low
540.2,42.2,53.5,HDPE,14.25,10.74,0.298,49.16,20.0,Low
566.0,36.4,15.6,PP,0.95,13.78,0.0395,47.15,154.33,Medium
370.1,37.1,54.2,PET,9.05,8.36,0.0148,33.26,179.53,Low
665.8,25.8,84.1,PET,0.86,5.77,0.2083,55.67,20.0,Low
467.5,46.4,59.5,PP,13.41,4.16,0.2497,42.18,20.0,Low
453.3,36.3,92.4,PP,7.95,7.64,0.2539,42.65,20.0,Low
507.6,37.8,49.3,HDPE,10.04,15.09,0.2035,48.82,20.0,Low
318.8,43.8,79.8,PP,12.47,15.38,0.2862,31.36,20.0,Low
366.5,17.3,30.5,PET,2.25,13.67,0.1533,40.57,20.0,Low
595.2,41.3,92.4,PP,0.58,5.45,0.2741,60.37,20.0,Low
333.1,13.8,70.0,LDPE,13.18,12.17,0.2903,32.97,20.0,Low
541.3,20.5,32.4,LDPE,4.72,11.84,0.2541,45.64,20.0,Low
398.1,20.1,42.1,HDPE,1.93,10.2,0.0929,43.39,20.0,Low
455.7,49.0,92.3,PET,7.03,11.45,0.0589,43.68,124.74,Low
415.5,43.5,63.1,LDPE,8.97,10.34,0.1644,41.9,20.0,Low
442.3,36.6,33.8,PP,0.46,11.74,0.1359,43.63,20.0,Low
587.6,37.7,116.4,LDPE,4.12,14.59,0.2633,56.53,20.0,Low
418.8,30.3,88.7,LDPE,0.49,3.08,0.03,46.33,137.46,Low
526.6,47.6,115.3,HDPE,6.31,15.24,0.0773,52.92,80.96,Low
490.4,27.3,57.0,PP,13.43,3.58,0.2255,41.31,20.0,Low
565.5,22.1,62.3,PP,14.74,2.27,0.0285,43.57,211.63,Medium
674.7,12.3,108.8,PP,9.56,19.55,0.0962,54.63,121.34,Medium
593.0,40.4,67.8,HDPE,2.42,19.18,0.1161,56.05,42.54,Low
386.0,38.0,87.8,PP,13.59,2.15,0.1868,41.54,20.0,Low
312.5,22.3,37.7,PP,7.74,9.42,0.0474,31.53,77.09,Low
404.9,6.1,59.1,LDPE,2.31,4.54,0.2582,41.18,20.0,Low
538.0,42.8,23.6,LDPE,13.83,10.22,0.1343,44.42,43.83,Medium
320.6,5.5,32.7,PP,11.36,16.77,0.2751,29.73,20.0,Low
498.5,36.7,10.1,PET,10.98,19.06,0.1404,38.05,53.55,Medium
538.7,48.7,14.3,PET,10.64,13.05,0.0825,40.85,125.74,Low
433.7,24.7,117.5,PP,3.01,7.72,0.0425,49.74,128.42,Low
608.4,15.6,36.7,PET,3.17,12.46,0.0011,45.82,230.91,Medium
342.6,36.7,83.0,HDPE,10.32,6.93,0.1596,43.64,20.0,Low
330.1,41.8,102.3,LDPE,3.3,18.29,0.0321,42.17,106.48,Low
591.3,29.6,70.6,HDPE,6.58,17.54,0.1175,51.75,54.04,Low
498.2,48.5,26.8,LDPE,11.73,11.61,0.1768,43.29,20.0,Low
575.4,7.3,90.1,PET,11.76,7.17,0.0827,43.63,122.34,Low
473.9,27.7,76.0,PET,6.8,6.57,0.0526,43.65,132.53,Low
398.6,37.3,90.4,PP,11.88,1.63,0.2324,35.66,20.0,Low
627.6,43.8,94.7,PET,12.58,16.5,0.284,51.48,20.0,Medium
619.8,13.1,117.3,PET,9.82,9.56,0.0301,49.0,216.05,Low
577.9,41.0,73.1,PP,3.43,7.18,0.0467,50.23,166.49,Low
408.9,29.9,47.6,PP,4.11,9.95,0.288,40.51,20.0,Low
536.1,22.8,81.3,LDPE,4.72,16.56,0.0113,47.14,198.88,Low
444.4,10.9,17.5,PET,1.75,3.37,0.2933,38.21,20.0,Low
336.6,43.9,108.7,LDPE,4.1,17.3,0.0014,40.15,156.68,Low
666.9,12.1,23.1,LDPE,3.14,18.05,0.2621,51.78,20.0,Medium
354.7,18.9,46.1,HDPE,6.83,18.99,0.0922,41.09,42.23,Low
680.1,18.1,99.7,PET,13.63,8.55,0.2816,51.94,20.0,Medium
478.4,44.2,75.7,PET,1.57,5.13,0.0951,48.71,72.98,Low
374.1,35.3,53.3,HDPE,10.8,8.1,0.1963,42.26,20.0,Low
516.8,40.9,62.1,LDPE,10.31,7.33,0.024,47.33,191.93,Low
649.2,16.3,104.0,PET,1.44,4.35,0.0727,58.79,136.7,Low
592.9,33.1,47.4,LDPE,13.84,12.54,0.2321,44.99,20.0,Medium
622.6,30.7,105.7,HDPE,8.53,10.06,0.1586,55.75,24.93,Low
563.5,42.5,19.7,PP,5.46,17.45,0.2784,49.23,20.0,Medium
576.9,45.8,95.4,LDPE,11.35,1.61,0.1286,52.44,53.79,Low
639.7,5.5,103.2,PET,3.86,13.23,0.2609,54.72,20.0,Low
399.9,35.3,30.0,PP,10.4,15.5,0.1347,40.18,20.0,Low
495.8,7.3,57.3,LDPE,0.6,15.43,0.2938,46.3,20.0,Low
388.5,29.7,28.2,LDPE,12.59,17.84,0.288,35.65,20.0,Low
695.1,17.9,87.7,PP,6.72,14.85,0.0987,53.74,118.89,Medium
677.6,18.8,68.9,PP,9.55,18.63,0.2658,57.1,20.0,Medium
315.8,20.9,79.9,PP,3.32,7.32,0.2543,38.21,20.0,Low
582.2,33.0,31.6,PET,10.16,10.56,0.0632,42.56,164.82,Medium
670.1,20.0,33.3,PET,11.58,1.27,0.1873,45.62,20.0,Medium
372.2,38.0,14.6,LDPE,7.1,1.13,0.0218,33.84,145.31,Low
527.2,23.2,45.4,LDPE,9.27,5.56,0.251,42.48,20.0,Low
666.2,8.1,71.6,HDPE,6.84,2.92,0.0524,53.64,191.3,Medium
313.6,40.3,104.4,PET,13.41,5.94,0.0212,31.72,149.21,Low
579.0,17.9,83.4,LDPE,7.47,4.36,0.1201,47.7,47.14,Medium
418.9,24.5,57.9,PP,12.63,1.54,0.1731,41.48,20.0,Low
669.8,35.8,114.8,PP,12.02,18.28,0.2565,58.0,20.0,Low
688.4,20.0,89.1,PET,6.16,1.16,0.2923,56.78,20.0,Medium
677.7,7.5,112.3,PP,3.45,14.99,0.1318,59.91,58.2,Low
489.7,21.8,68.0,HDPE,6.09,3.89,0.0181,50.82,186.7,Low
644.8,47.5,38.5,LDPE,12.39,18.33,0.2247,46.45,20.0,Low
637.8,33.9,15.8,LDPE,3.41,17.96,0.1696,48.22,20.0,Medium
427.6,35.2,89.9,LDPE,7.87,13.42,0.1344,42.22,20.0,Low
631.6,33.5,23.3,PET,12.09,13.77,0.0928,43.27,149.52,Medium
314.8,14.0,43.3,PP,5.3,1.1,0.1507,33.1,20.0,Low
538.5,23.8,68.6,HDPE,9.63,19.71,0.1016,47.59,61.3,Low
392.0,38.8,72.1,PET,3.68,17.68,0.2271,41.98,20.0,Low
348.2,9.6,76.1,LDPE,1.64,18.01,0.1632,39.52,20.0,Low
330.8,17.5,28.3,HDPE,11.92,13.53,0.2631,32.46,20.0,Low
578.5,17.4,51.8,LDPE,1.48,7.55,0.1631,45.53,20.0,Low
435.9,24.4,77.9,LDPE,4.07,17.98,0.0715,41.81,60.18,Low
589.9,49.1,116.7,PET,12.83,6.54,0.2553,50.51,20.0,Low
